time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-06-04T06:45:54.700Z,18.7863,-66.3516,56,2.7,Md,16,219.6,0.57941336,0.18,pr,pr14155002,2014-06-04T14:48:48.607Z,"35km N of Brenas, Puerto Rico",earthquake
2014-06-04T06:37:45.300Z,36.013,-120.574,4.3,1.1,Md,31,111.6,0.02694946,0.05,nc,nc72232096,2014-06-10T23:38:01.428Z,"23km SW of Coalinga, California",earthquake
2014-06-04T06:37:02.800Z,47.8875,-114.9701,7.3,1,mc,9,147.599988192001,0.1284591,0.16,mb,mb14559111,2014-06-13T21:34:43.940Z,"42km NE of Thompson Falls, Montana",earthquake
2014-06-04T06:34:51.500Z,44.6007,-110.7103,7.7,0.9,Ml,,72,0.04491576,0.18,uu,uu60071762,2014-06-04T17:06:40.693Z,"18km NNE of Old Faithful Geyser, Wyoming",earthquake
2014-06-04T06:15:48.000Z,65.1573,-149.0315,8.5,0.9,ml,6,172.799986176001,0.5686336,0.05,ak,ak11281551,2014-06-04T06:19:59.435Z,"59km NW of Ester, Alaska",earthquake
2014-06-04T06:12:06.000Z,63.646,-149.4422,100,0.8,ml,12,176.399985888001,0.3530379,0.54,ak,ak11281549,2014-06-04T06:15:47.846Z,"33km SW of Healy, Alaska",earthquake
2014-06-04T06:07:41.000Z,63.5234,-146.6823,0,1.1,ml,14,133.199989344001,0.5452774,0.4,ak,ak11281547,2014-06-04T06:12:41.405Z,"74km SW of Delta Junction, Alaska",earthquake
2014-06-04T06:01:33.260Z,33.143,-116.0943333,8.84,1.47,ml,41,95,0.1642,0.21,ci,ci15508633,2014-06-04T18:53:29.970Z,"21km SW of Salton City, California",earthquake
2014-06-04T05:49:13.000Z,61.1485,-146.9849,13.8,1.3,ml,5,205.199983584001,0.2748845,0.95,ak,ak11281546,2014-06-04T05:52:53.003Z,"34km W of Valdez, Alaska",earthquake
2014-06-04T05:43:13.300Z,18.61,-68.2957,110,3.1,Md,13,230.4,0.12396751,0.47,pr,pr14155001,2014-06-04T13:45:46.091Z,"11km ENE of Punta Cana, Dominican Republic",earthquake
2014-06-04T05:31:30.100Z,19.4352,-155.2677,3.6,1.7,Md,,273.6,0.00898315,0.29,hv,hv60707216,2014-06-04T05:34:40.147Z,"3km W of Volcano, Hawaii",earthquake
2014-06-04T05:15:18.500Z,36.744,-121.2137,7,0.7,Md,19,151.2,0.04491576,0.06,nc,nc72232071,2014-06-10T23:30:21.391Z,"15km ESE of Ridgemark, California",earthquake
2014-06-04T05:13:36.990Z,33.5075,-116.4926667,15.42,0.06,ml,13,229,0.05926,0.09,ci,ci15508625,2014-06-04T18:32:31.960Z,"17km ESE of Anza, California",earthquake
2014-06-04T05:05:41.000Z,63.2724,-151.655,3.7,2.1,ml,30,46.7999962560003,0.2416468,0.8,ak,ak11281516,2014-06-04T05:12:04.655Z,"131km NW of Talkeetna, Alaska",earthquake
2014-06-04T05:02:36.760Z,-4.1198,142.4682,79.34,5,mb,,41,7.018,0.94,us,usc000rar7,2014-06-04T13:05:12.228Z,"43km WNW of Ambunti, Papua New Guinea",earthquake
2014-06-04T04:53:04.600Z,36.6697,-121.2925,4.1,1.8,Md,52,46.8,0.01796631,0.04,nc,nc72232066,2014-06-11T00:23:06.175Z,"17km SSE of Ridgemark, California",earthquake
2014-06-04T04:38:56.350Z,33.9886667,-115.6636667,5.19,1.73,ml,37,84,0.2528,0.17,ci,ci15508617,2014-06-04T18:25:43.760Z,"39km ESE of Twentynine Palms, California",earthquake
2014-06-04T04:37:48.600Z,33.9883333,-115.6633333,5.47,1.57,ml,29,84,0.2532,0.14,ci,ci15508609,2014-06-04T18:19:32.900Z,"39km ESE of Twentynine Palms, California",earthquake
2014-06-04T04:33:04.000Z,62.2185,-149.178,31.4,1,ml,17,89.9999928000006,,0.28,ak,ak11281510,2014-06-04T04:38:31.085Z,"35km E of Y, Alaska",earthquake
2014-06-04T04:28:27.300Z,38.7965,-122.7587,2.8,0.9,Md,16,64.8,0.01796631,0.05,nc,nc72232061,2014-06-04T04:45:07.622Z,"2km N of The Geysers, California",earthquake
2014-06-04T04:22:47.200Z,19.4732,-155.6028,3.1,0.6,Md,,90,0.00898315,0.05,hv,hv60707191,2014-06-04T17:39:37.207Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-06-04T04:19:38.000Z,61.2225,-147.4406,21.2,1.4,ml,13,147.599988192001,0.3808857,0.94,ak,ak11281501,2014-06-04T04:22:56.300Z,"59km W of Valdez, Alaska",earthquake
2014-06-04T04:12:42.490Z,36.1118333,-118.0551667,0.18,1.9,ml,27,78,0.1623,0.14,ci,ci15508601,2014-06-04T18:14:25.650Z,"51km NE of Kernville, California",earthquake
2014-06-04T04:11:41.000Z,60.5126,-150.8185,37.9,1.4,ml,18,71.9999942400005,0.2928508,0.65,ak,ak11281499,2014-06-04T04:15:18.060Z,"4km SW of Sterling, Alaska",earthquake
2014-06-04T04:11:21.300Z,19.837,-155.605,26,1.8,Md,,108,0.20661252,0.14,hv,hv60707181,2014-06-05T21:24:01.432Z,"Hawaii region, Hawaii",earthquake
2014-06-04T04:01:45.820Z,33.6615,-116.7765,13.23,0.14,ml,15,120,0.06727,0.12,ci,ci15508593,2014-06-04T18:11:21.740Z,"10km SSW of Idyllwild-Pine Cove, California",earthquake
2014-06-04T03:58:07.000Z,63.2401,-150.611,132.6,1.8,ml,34,71.9999942400005,0.2542232,0.6,ak,ak11281492,2014-06-04T16:15:14.491Z,"84km W of Cantwell, Alaska",earthquake
2014-06-04T03:56:36.000Z,63.5202,-147.2969,0,1.2,ml,19,107.999991360001,0.4455644,0.36,ak,ak11281488,2014-06-04T04:00:34.410Z,"83km E of Cantwell, Alaska",earthquake
2014-06-04T03:55:32.600Z,36.7448,-121.215,7.7,0.8,Md,26,111.6,0.04491576,0.07,nc,nc72232046,2014-06-11T00:18:11.575Z,"15km ESE of Ridgemark, California",earthquake
2014-06-04T03:39:36.600Z,48.0486,-115.0358,4.3,1,mc,8,183.599985312001,0.2587148,0.22,mb,mb14901422,2014-06-13T21:34:39.043Z,"54km SE of Libby, Montana",earthquake
2014-06-04T03:38:20.000Z,61.7171,-150.0081,35.2,1.2,ml,6,165.599986752001,0.5138363,0.36,ak,ak11281476,2014-06-04T03:42:16.107Z,"3km SSE of Willow, Alaska",earthquake
2014-06-04T03:31:45.040Z,34.099,-117.2691667,13.7,0.72,ml,20,67,0.09864,0.19,ci,ci15508585,2014-06-04T18:08:17.830Z,"2km ESE of San Bernardino, California",earthquake
2014-06-04T03:24:07.900Z,35.7345,-121.117,6.7,2.2,Md,75,50.4,0.02694946,0.08,nc,nc72232041,2014-06-04T19:24:07.734Z,"12km NNE of San Simeon, California",earthquake
2014-06-04T03:21:30.570Z,33.8268333,-117.7126667,7.9,1.2,ml,33,68,0.06388,0.18,ci,ci15508569,2014-06-04T17:58:52.570Z,"9km E of Villa Park, California",earthquake
2014-06-04T03:20:46.100Z,44.791,-110.769,4.8,1.2,Ml,,205.2,0.05389892,0.21,uu,uu60071752,2014-06-04T16:34:35.408Z,"30km ENE of West Yellowstone, Montana",earthquake
2014-06-04T03:20:25.000Z,44.784,-110.7717,2.4,1.1,Md,,223.2,0.05389892,0.11,uu,uu60071757,2014-06-04T16:31:55.361Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T03:10:06.300Z,37.6628,-118.8493,5.6,0.5,Md,20,133.2,0.02694946,0.05,nc,nc72232036,2014-06-06T23:49:33.923Z,"10km E of Mammoth Lakes, California",earthquake
2014-06-04T03:03:21.700Z,37.6005,-119.0058,4.2,0.5,Md,13,183.6,0.00898315,0.03,nc,nc72232026,2014-06-04T17:00:06.776Z,"6km SSW of Mammoth Lakes, California",earthquake
2014-06-04T02:56:41.147Z,37.539,-116.36,4.5253,0.13,ml,7,282.32,0.383,0.1391,nn,nn00448797,2014-06-11T23:05:12.000Z,"72km S of Warm Springs, Nevada",earthquake
2014-06-04T02:46:30.900Z,44.7802,-110.7668,3.9,0.4,Md,,190.8,0.06288207,0.23,uu,uu60071747,2014-06-04T17:57:46.182Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T02:42:30.500Z,44.7848,-110.7725,2.5,0.9,Md,,226.8,0.05389892,0.04,uu,uu60071742,2014-06-06T18:50:17.090Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T02:40:39.300Z,19.1085,-155.4092,39.5,1.8,Md,,248.4,0.07186522,0.08,hv,hv60707161,2014-06-04T19:17:45.251Z,"13km SE of Pahala, Hawaii",earthquake
2014-06-04T02:39:12.860Z,35.4873333,-118.2935,5.7,2.1,ml,38,47,0.1343,0.13,ci,ci15508561,2014-06-05T01:22:41.075Z,"19km S of Weldon, California",earthquake
2014-06-04T02:35:36.600Z,44.7847,-110.7738,3.9,2,Ml,,104.4,0.05389892,0.14,uu,uu60071737,2014-06-04T20:52:57.538Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T02:23:57.400Z,44.8037,-110.7652,5.1,1.5,Ml,,216,0.06288207,0.15,uu,uu60071732,2014-06-04T21:19:47.762Z,"31km ENE of West Yellowstone, Montana",earthquake
2014-06-04T02:21:16.400Z,44.8345,-110.7447,6.6,1.2,Ml,,158.4,0.06288207,0.12,uu,uu60071727,2014-06-04T18:01:31.241Z,"34km NE of West Yellowstone, Montana",earthquake
2014-06-04T02:14:56.600Z,44.7953,-110.7617,5.3,1,Ml,,241.2,0.06288207,0.16,uu,uu60071722,2014-06-06T19:09:52.251Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-04T02:12:52.300Z,38.7538,-122.7242,2.3,1.1,Md,37,36,0.01796631,0.06,nc,nc72232011,2014-06-10T23:55:09.695Z,"3km SE of The Geysers, California",earthquake
2014-06-04T02:07:01.000Z,51.5027,-178.2377,28.2,2,ml,9,244.799980416002,0.3521396,0.73,ak,ak11281468,2014-06-04T16:00:10.823Z,"42km S of Tanaga Volcano, Alaska",earthquake
2014-06-04T01:57:45.900Z,44.8233,-110.7475,7.8,1.5,Ml,,255.6,0.08084838,0.05,uu,uu60071717,2014-06-06T19:00:07.175Z,"33km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:56:57.100Z,44.7825,-110.772,4.4,0.4,Md,,219.6,0.05389892,0.16,uu,uu60005205,2014-06-04T22:11:04.341Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:56:42.800Z,44.811,-110.7565,7,1.3,Ml,,248.4,0.07186522,0.08,uu,uu60071712,2014-06-04T22:07:54.285Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:56:18.730Z,37.088,-117.4299,10.687,0.6,ml,6,311.84,0.334,0.0746,nn,nn00448794,2014-06-11T22:54:41.000Z,"62km WNW of Beatty, Nevada",earthquake
2014-06-04T01:53:18.900Z,44.7863,-110.7687,4.4,1.9,Ml,,104.4,0.05389892,0.13,uu,uu60071707,2014-06-04T22:03:43.226Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:50:15.300Z,44.7928,-110.766,4.3,1.4,Ml,,208.8,0.06288207,0.15,uu,uu60071702,2014-06-04T21:58:28.154Z,"30km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:45:32.600Z,44.8303,-110.7495,7.4,0.7,Md,,259.2,0.08084838,0.06,uu,uu60071697,2014-06-06T19:14:32.301Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-04T01:42:53.000Z,58.6917,-153.8237,0,1.4,ml,6,107.999991360001,0.6162443,0.13,ak,ak11281465,2014-06-04T01:45:48.572Z,"125km NW of Kodiak Station, Alaska",earthquake
2014-06-04T01:40:40.000Z,61.2853,-152.4943,2.1,1.3,ml,14,118.799990496001,0.06378039,0.46,ak,ak11281463,2014-06-04T01:44:39.137Z,"90km N of Redoubt Volcano, Alaska",earthquake
2014-06-04T01:32:26.500Z,44.8158,-110.7557,7.2,1.5,Ml,,252,0.07186522,0.09,uu,uu60071687,2014-06-04T21:54:53.117Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:31:08.100Z,44.7998,-110.7688,5,2,Ml,,212.4,0.06288207,0.16,uu,uu60071682,2014-06-04T21:44:33.009Z,"30km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:26:15.400Z,44.8013,-110.762,5.6,0.9,Ml,,244.8,0.06288207,0.13,uu,uu60071677,2014-06-04T21:35:47.898Z,"31km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:26:01.700Z,37.9445,-122.0717,11.7,1.4,Md,31,68.4,0.07186522,0.09,nc,nc72232006,2014-06-11T02:53:05.226Z,"1km WSW of Pleasant Hill, California",earthquake
2014-06-04T01:23:52.100Z,44.7957,-110.7638,4,0.7,Md,,244.8,0.06288207,0.08,uu,uu60071672,2014-06-06T19:18:12.338Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-04T01:21:37.700Z,44.7822,-110.7707,3.2,0.8,Ml,,219.6,0.05389892,0.09,uu,uu60071667,2014-06-04T21:19:12.737Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:18:17.900Z,44.8238,-110.7465,6.7,1.4,Ml,,259.2,0.08084838,0.07,uu,uu60071662,2014-06-06T19:25:57.419Z,"33km ENE of West Yellowstone, Montana",earthquake
2014-06-04T01:17:23.430Z,36.1053333,-117.667,1.65,0.91,ml,14,85,0.087,0.12,ci,ci15508553,2014-06-04T17:43:20.110Z,"44km NNW of Searles Valley, California",earthquake
2014-06-04T01:13:44.300Z,37.6435,-118.9332,8.1,0.4,Md,11,100.8,0.02694946,0.02,nc,nc72232001,2014-06-04T16:38:06.635Z,"3km E of Mammoth Lakes, California",earthquake
2014-06-04T01:02:19.300Z,44.8183,-110.7465,7.3,1.2,Ml,,255.6,0.08084838,0.1,uu,uu60071657,2014-06-04T20:59:12.591Z,"33km ENE of West Yellowstone, Montana",earthquake
2014-06-04T00:58:31.100Z,44.7825,-110.7655,4.8,2.4,Ml,,100.8,0.06288207,0.12,uu,uu60071652,2014-06-04T14:34:19.755Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T00:55:38.910Z,34.1835,-117.6223333,4.6,1.13,ml,36,48,0.06282,0.2,ci,ci15508545,2014-06-04T17:41:04.325Z,"4km NE of San Antonio Heights, California",earthquake
2014-06-04T00:50:19.200Z,18.2136,-65.5826,16,1.9,Md,4,241.2,0.11947593,0.14,pr,pr14155000,2014-06-04T04:16:48.974Z,"8km SE of Ceiba, Puerto Rico",earthquake
2014-06-04T00:32:42.800Z,44.8033,-110.754,6.4,1.6,Ml,,248.4,0.07186522,0.08,uu,uu60071647,2014-06-04T20:31:57.384Z,"31km ENE of West Yellowstone, Montana",earthquake
2014-06-04T00:30:09.250Z,36.077,-117.872,3.97,0.08,ml,8,185,0.04297,0.08,ci,ci15508537,2014-06-04T17:36:12.081Z,"48km N of Inyokern, California",earthquake
2014-06-04T00:16:58.900Z,34.3975,-119.9516667,13.5,1.6,ml,10,209,0.09141,0.2,ci,ci15508529,2014-06-04T17:33:36.540Z,"8km WSW of Isla Vista, California",earthquake
2014-06-04T00:09:57.800Z,44.7832,-110.7702,4.7,2.1,Ml,,100.8,0.05389892,0.16,uu,uu60071642,2014-06-04T20:26:17.328Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-04T00:00:52.340Z,37.6638333,-118.8438333,6.14,0.63,md,16,130,0.02659,0.02,nc,nc72231986,2014-06-05T18:28:57.590Z,"11km E of Mammoth Lakes, California",earthquake
2014-06-03T23:54:30.000Z,44.8042,-110.7607,5.1,1.4,Ml,,244.8,0.06288207,0.13,uu,uu60071637,2014-06-04T20:18:02.254Z,"31km ENE of West Yellowstone, Montana",earthquake
2014-06-03T23:52:48.000Z,44.8193,-110.7527,7.7,1.1,Ml,,255.6,0.07186522,0.06,uu,uu60071632,2014-06-04T20:13:52.212Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-06-03T23:49:18.800Z,36.4811667,-121.0598333,6.06,0.76,md,13,109,0.03154,0.03,nc,nc72231971,2014-06-05T00:30:58.230Z,"24km ENE of Soledad, California",earthquake
2014-06-03T23:48:59.000Z,44.7823,-110.7695,6.3,2.1,Ml,,100.8,0.05389892,0.19,uu,uu60071627,2014-06-04T20:08:42.158Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-03T23:45:54.900Z,37.6593,-118.8687,5.1,0.2,Md,10,255.6,0.02694946,0.04,nc,nc72231966,2014-06-10T02:51:07.939Z,"9km E of Mammoth Lakes, California",earthquake
2014-06-03T23:41:34.750Z,38.8180008,-122.8066635,4.02,0.84,md,20,69,0.006009,0.02,nc,nc72231961,2014-06-03T23:43:08.080Z,"6km NW of The Geysers, California",earthquake
2014-06-03T23:40:38.700Z,34.0963333,-117.2721667,13.28,1.04,ml,33,60,0.101,0.13,ci,ci15508521,2014-06-04T17:29:48.440Z,"2km SE of San Bernardino, California",earthquake
2014-06-03T23:38:17.100Z,47.8695,-121.6493,12.9,0.8,Md,,136.8,0.10779783,0.06,uw,uw60792112,2014-06-03T23:55:34.703Z,"3km ENE of Gold Bar, Washington",earthquake
2014-06-03T23:38:04.000Z,63.264,-150.3622,114.4,1,ml,14,122.399990208001,,0.44,ak,ak11290768,2014-06-13T20:31:54.867Z,"Central Alaska",earthquake
2014-06-03T23:37:38.400Z,38.8235,-122.846,2.7,0.4,Md,20,79.2,0.00898315,0.03,nc,nc72231956,2014-06-11T01:44:04.828Z,"9km WNW of The Geysers, California",earthquake
2014-06-03T23:37:15.617Z,36.6227,-116.2798,6.9796,0.05,ml,11,114.72,0.105,0.0878,nn,nn00448786,2014-06-11T22:01:31.000Z,"53km NNW of Pahrump, Nevada",earthquake
2014-06-03T23:33:17.720Z,35.7451667,-120.2916667,9.72,0.88,md,34,87,0.03697,0.04,nc,nc72231946,2014-06-06T23:22:08.832Z,"Central California",earthquake
2014-06-03T23:29:18.000Z,57.6292,-152.2676,24.5,2.9,ml,27,190.799984736001,,0.5,ak,ak11281388,2014-06-13T20:31:05.204Z,"19km SSE of Kodiak, Alaska",earthquake
2014-06-03T23:29:06.200Z,34.1891667,-117.617,4.06,1.62,ml,57,37,0.06032,0.27,ci,ci15508513,2014-06-04T17:24:40.910Z,"5km NE of San Antonio Heights, California",earthquake
2014-06-03T23:25:47.000Z,60.1746,-153.0034,118.5,1.4,ml,11,154.799987616001,,0.5,ak,ak11281387,2014-06-13T20:31:04.004Z,"37km SSW of Redoubt Volcano, Alaska",earthquake
2014-06-03T23:23:05.220Z,36.109,-118.0546667,0.06,1.13,ml,17,104,0.162,0.12,ci,ci15508505,2014-06-04T17:10:57.400Z,"51km NE of Kernville, California",earthquake
2014-06-03T23:12:16.000Z,64.9905,-147.3329,0,1.3,ml,14,71.9999942400005,,0.42,ak,ak11281382,2014-06-13T20:31:02.809Z,"23km NNE of Badger, Alaska",earthquake
2014-06-03T23:11:57.550Z,35.0388333,-117.6855,0.01,1.5,ml,16,107,0.1046,0.09,ci,ci15508497,2014-06-04T17:05:50.320Z,"5km NW of Boron, California",quarry_blast
2014-06-03T23:08:09.770Z,33.5033333,-116.4678333,9.27,1.35,ml,39,99,0.04049,0.14,ci,ci15508489,2014-06-04T17:03:52.360Z,"19km ESE of Anza, California",earthquake
2014-06-03T23:07:56.100Z,38.7623,-122.7218,6,0.5,Md,9,82.8,0.00898315,0.06,nc,nc72231941,2014-06-10T23:25:04.524Z,"3km ESE of The Geysers, California",earthquake
2014-06-03T23:07:34.200Z,38.8218,-122.7977,3.2,1.1,Md,43,54,0.00898315,0.04,nc,nc72231931,2014-06-11T03:04:05.293Z,"6km W of Cobb, California",earthquake
2014-06-03T23:06:12.200Z,38.8388,-122.8278,3,1,Md,18,93.6,0.01796631,0.03,nc,nc72231936,2014-06-03T23:07:52.838Z,"9km WNW of Cobb, California",earthquake
2014-06-03T23:04:09.400Z,41.4195,-122.5532,10.7,1.4,Md,18,75.6,0.03593261,0.2,nc,nc72231926,2014-06-05T00:33:06.010Z,"13km W of Weed, California",earthquake
2014-06-03T22:52:50.000Z,60.0111,-153.3256,129.8,2.4,ml,54,125.999989920001,,0.62,ak,ak11281372,2014-06-13T20:31:01.568Z,"61km SSW of Redoubt Volcano, Alaska",earthquake
2014-06-03T22:49:01.000Z,59.703,-152.2558,65.1,1.9,ml,28,75.5999939520005,,0.53,ak,ak11281367,2014-06-13T20:30:59.255Z,"25km WSW of Anchor Point, Alaska",earthquake
2014-06-03T22:40:26.000Z,61.1521,-150.7199,61.1,1,ml,11,111.599991072001,,0.33,ak,ak11281364,2014-06-13T20:30:57.992Z,"44km W of Anchorage, Alaska",earthquake
2014-06-03T22:40:07.460Z,37.8333,-119.7178,12.02,1.81,ml,5,264.77,1.113,,nn,nn00448200,2014-06-03T22:42:57.000Z,"16km NW of Yosemite Valley, California",earthquake
2014-06-03T22:33:37.000Z,64.5859,-152.1171,11,1.8,ml,14,107.999991360001,,0.81,ak,ak11281321,2014-06-13T20:30:56.719Z,"65km S of Tanana, Alaska",earthquake
2014-06-03T22:33:31.300Z,44.8155,-110.75,6.7,2,Ml,,255.6,0.08084838,0.09,uu,uu60071617,2014-06-04T18:22:01.436Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-06-03T22:31:09.464Z,38.961,-118.099,0,0.08,ml,5,185.71,0.088,0.0522,nn,nn00448765,2014-06-11T19:10:21.000Z,"18km NW of Gabbs, Nevada",earthquake
2014-06-03T22:16:44.900Z,38.8237,-122.8452,2.4,1,Md,14,144,0.02694946,0.02,nc,nc72231921,2014-06-03T22:18:22.706Z,"9km NW of The Geysers, California",earthquake
2014-06-03T22:14:50.000Z,45.1532,-123.129,0,1.8,Md,,198,0.10779783,0.17,uw,uw60055713,2014-06-04T15:58:40.804Z,"7km NE of Amity, Oregon",quarry
2014-06-03T22:14:47.500Z,45.7793,-122.4203,5,0.9,Md,,252,0.1527136,0.09,uw,uw60055608,2014-06-04T15:53:59.303Z,"0km NNE of Venersborg, Washington",quarry
2014-06-03T22:05:13.000Z,44.7713,-110.7808,2.2,1,Md,,198,0.05389892,0.2,uu,uu60005165,2014-06-03T22:26:16.945Z,"28km ENE of West Yellowstone, Montana",earthquake
2014-06-03T22:04:50.800Z,44.8002,-110.763,4.6,2.1,Ml,,212.4,0.06288207,0.15,uu,uu60071607,2014-06-11T14:58:22.143Z,"31km ENE of West Yellowstone, Montana",earthquake
2014-06-03T21:42:17.790Z,34.3886667,-116.4693333,11.22,0.99,ml,26,40,0.1206,0.12,ci,ci15508481,2014-06-04T16:50:36.470Z,"30km N of Yucca Valley, California",earthquake
2014-06-03T21:36:08.300Z,37.4322,-113.1325,11.2,0.8,Ml,,97.2,0.07186522,0.06,uu,uu60071587,2014-06-09T15:04:24.674Z,"23km NE of Toquerville, Utah",earthquake
2014-06-03T21:34:14.660Z,-12.4789,-76.878,47.91,5.2,mb,,97,0.489,0.99,us,usc000rans,2014-06-07T05:28:17.953Z,"14km SW of San Bartolo, Peru",earthquake
2014-06-03T21:27:10.200Z,44.7853,-110.7547,3.2,0.9,Ml,,230.4,0.07186522,0.07,uu,uu60071582,2014-06-09T15:09:34.719Z,"30km ENE of West Yellowstone, Montana",earthquake
2014-06-03T21:24:10.271Z,37.5435,-116.3513,4.3404,0.48,ml,9,283.03,0.384,0.0996,nn,nn00448764,2014-06-11T19:00:24.000Z,"71km S of Warm Springs, Nevada",earthquake
2014-06-03T21:21:35.700Z,39.1497,-123.5152,5.4,2.1,Md,24,72,0.04491576,0.09,nc,nc72231906,2014-06-04T04:14:02.491Z,"20km NW of Boonville, California",earthquake
2014-06-03T21:11:35.000Z,60.1605,-141.3565,0,1.1,ml,8,143.999988480001,,0.73,ak,ak11281310,2014-06-13T20:30:55.262Z,"60km E of Cape Yakataga, Alaska",earthquake
2014-06-03T21:07:42.500Z,38.8428,-122.8405,2.4,0.5,Md,11,79.2,0.00898315,0.01,nc,nc72231901,2014-06-03T21:51:08.010Z,"10km WNW of Cobb, California",earthquake
2014-06-03T21:02:36.140Z,36.1091667,-118.0525,0.58,1.68,ml,21,154,0.1603,0.1,ci,ci15508473,2014-06-04T16:45:00.920Z,"51km NE of Kernville, California",earthquake
2014-06-03T21:02:06.600Z,38.5967,-122.541,0,1.3,Md,19,46.8,0.08084838,0.14,nc,nc72231886,2014-06-11T00:00:01.496Z,"3km ENE of Calistoga, California",quarry
2014-06-03T20:57:23.300Z,39.4433,-111.2257,0.1,1.7,Ml,,86.4,0.14373045,0.12,uu,uu60071567,2014-06-09T15:02:49.650Z,"22km ESE of Mount Pleasant, Utah",earthquake
2014-06-03T20:53:46.000Z,62.9388,-148.6746,7.9,0.3,ml,9,89.9999928000006,,0.27,ak,ak11290759,2014-06-13T20:31:53.630Z,"Central Alaska",earthquake
2014-06-03T20:47:10.000Z,60.1163,-151.1891,65.2,0.8,ml,7,107.999991360001,,0.1,ak,ak11281270,2014-06-13T20:30:53.617Z,"28km SSE of Cohoe, Alaska",earthquake
2014-06-03T20:45:21.750Z,33.832,-117.4896667,0.01,1.42,ml,40,87,0.07371,0.15,ci,ci15508457,2014-06-04T16:42:37.140Z,"3km ESE of El Cerrito, California",quarry_blast
2014-06-03T20:43:02.200Z,36.0638333,-117.9043333,6.17,0.05,ml,6,228,0.05699,0.09,ci,ci15508465,2014-06-04T16:37:46.558Z,"46km N of Inyokern, California",earthquake
2014-06-03T20:42:44.539Z,39.4632,-120.1989,1.4558,0.39,ml,15,76.61,0.045,0.11,nn,nn00448175,2014-06-03T21:15:15.000Z,"15km N of Truckee, California",earthquake
2014-06-03T20:42:04.100Z,35.731,-121.123,6.3,0.9,Md,13,50.4,0.02694946,0.05,nc,nc72231881,2014-06-10T02:45:07.895Z,"11km NNE of San Simeon, California",earthquake
2014-06-03T20:41:13.280Z,33.659,-116.7733333,12.68,0.42,ml,14,119,0.06559,0.08,ci,ci15508449,2014-06-04T16:35:49.160Z,"10km SSW of Idyllwild-Pine Cove, California",earthquake
2014-06-03T20:40:52.900Z,36.0012,-120.5623,4.3,1.5,Md,51,90,0.01796631,0.06,nc,nc72231871,2014-06-11T02:35:10.119Z,"23km SW of Coalinga, California",earthquake
2014-06-03T20:37:54.000Z,60.3787,-152.224,78.3,0.9,ml,10,79.1999936640005,,0.27,ak,ak11281267,2014-06-13T20:30:52.203Z,"30km ESE of Redoubt Volcano, Alaska",earthquake
2014-06-03T20:36:06.900Z,36.7472,-121.2127,7.7,1,Md,31,50.4,0.04491576,0.06,nc,nc72231866,2014-06-10T22:06:04.022Z,"15km ESE of Ridgemark, California",earthquake
2014-06-03T20:35:55.800Z,44.7985,-110.7718,3.7,1.4,Md,,212.4,0.05389892,0.18,uu,uu60071557,2014-06-03T21:32:11.488Z,"30km ENE of West Yellowstone, Montana",earthquake
2014-06-03T20:35:02.866Z,39.403,-120.1764,11.1405,0.36,ml,12,68.06,0.095,0.1007,nn,nn00448760,2014-06-11T18:50:55.000Z,"8km N of Truckee, California",earthquake
2014-06-03T20:28:10.251Z,37.1421,-118.0545,5.0744,1.71,ml,11,163.13,0.284,0.1563,nn,nn00448173,2014-06-03T20:56:44.000Z,"21km E of Big Pine, California",earthquake
2014-06-03T20:26:07.300Z,44.7598,-110.8265,1.4,1.2,Md,,140.4,0.03593261,0.1,uu,uu60071552,2014-06-09T14:59:14.611Z,"24km ENE of West Yellowstone, Montana",earthquake
2014-06-03T20:17:24.200Z,44.8582,-110.7325,9.4,0.9,Md,,288,0.10779783,0.07,uu,uu60071547,2014-06-09T14:57:38.586Z,"36km NE of West Yellowstone, Montana",earthquake
